12/09/2023 19:45:01,32.85969999999996,39.92080000000001,cesium
12/09/2023 19:45:01,32.85969999999996,39.92079999999999,cesium
12/09/2023 19:45:02,32.85969999999996,39.920799999999986,olmap
12/09/2023 19:45:10,32.87997617245016,39.96511243787518,olmap
12/09/2023 19:45:13,32.87997617245016,39.96511243787518,cesium
12/09/2023 19:45:14,32.87997617245016,39.96511243787518,olmap
12/09/2023 19:45:17,32.74872503756766,39.95695733314389,olmap
12/09/2023 19:45:20,32.727353196136995,39.93494651886428,olmap
12/09/2023 19:45:21,32.727353196136995,39.93494651886425,olmap
12/09/2023 19:45:26,32.7391193774853,39.926092299038615,cesium
12/09/2023 19:45:26,32.7391193774853,39.926092299038615,cesium
12/09/2023 19:45:27,32.7391193774853,39.9260922990386,olmap
12/09/2023 19:45:28,32.74251683247987,39.92943441325793,cesium
12/09/2023 19:45:31,32.74251683247987,39.92943441325794,cesium
12/09/2023 19:45:33,32.74251683247987,39.92943441325792,olmap
